text,processed_text
"Люди, которые спрашивают у женатых/замужних почему они не вызывают проституток/тов, мне кажутся не совсем адекватными",человек который спрашивать женатый замужний почему вызывать проститутка тов казаться адекватный
"Это хорошо, когда жена имеет возможность вот так неожиданно сорваться. Есть ведь много работ, где это не так просто сделать. Да и при наличии детей это тоже не так просто.",это жена иметь возможность неожиданно сорваться работа это просто сделать наличие ребёнок это просто
"Меня пугает организация и коллеги, которые лезут первыми в чужую личную жизнь и обсуждают подобные вещи - проституток, измены, поебушки и т.п.Это должно быть шарага с люмпенами, хотя даже на стройке подобные разговоры я слышал от всяких разнорабочих разве что, у специалистов хватает ума разговаривать об иных, более интересных вещах.Волчьи яйца, это что за компания на объектах в Ялте, что там такие одаренные невоспитанные кадры работают? Не Тимченковский шараж-монтаж с сине-бело-оранжевой униформой случаем?",пугать организация коллега который лезть первый чужой личный жизнь обсуждать подобный вещь проститутка измена поебушко п это должный шарага люмпен хотя стройка подобный разговор слышать всякий разнорабочий специалист хватать ум разговаривать иной интересный вещь волчий яйцо это компания объект ялта одарённый невоспитанный кадр работать тимченковский шараж монтаж синий белый оранжевый униформа случаем
"Тоже солидарен. Есть жена, в нормальной ситуации и у нормальных людей это человек, которого ты любишь и ее же хочешь. Зачем кто-то другой? Да, красивые. Да, в купальниках. И что?) секса хочется с женой и другого человека в этом плане даже не рассматриваешь",солидарный жена нормальный ситуация нормальный человек это человек который любить хотеть красивый купальник секс хотеться жена человек план рассматривать
"Я как то ехала из Батуми и поселилась во Владикавказе в отеле. Вот там местный мачо, крутой осетин пытался меня снять. Меня, 50летнюю тётю! Я ему объясняю что у меня в Грузии любимый мужчина, и я не могу ему изменить, ну вот все во мне противится измене. А тот не понимает, ну типа, он то далеко, нп узнает, а ты попробуешь и разницу увидишь. Противно...",ехать батуми поселиться владикавказ отель местный мачо крутой осетин пытаться снять летний тётя объяснять грузия любимый мужчина мочь изменить противиться измена понимать тип далеко нп узнать попробовать разница увидеть противно
"Красавчик! Жену всегда беру с собой, если командировка предстоит не упоротая, а со свободным временем. Питер, Москва, Калуга - я работаю, она отдыхает, вечером потрахались, погуляли, поужинали, обнялись, уснули.",красавчик жена брать командировка предстоять упороть свободный время питер москва калуга работать отдыхать вечером потрахаться погулять поужинать обняться уснуть
"Ждал продолжения в духе: по приезду домой жене сообщили, что ее муж пять дней жил с какой-то бабой в номере",ждать продолжение дух приезд домой жена сообщить муж пять день жить баба номер
"Работал в Сочи перед олимпиадой так жену взял на весь срок, так как ездить далеко.",работать сочи олимпиада жена взять весь срок ездить далеко
"Тут ничего сложного, хоть и в меньшей гораздо степени, чем раньше, промискуитет остается традиционно социально осуждаемым поведением, из-за чего страдающие им товарищи часто ищут положительного подкрепления у окружающих. ""В том, что я делаю, нет ничего плохого, если остальные тоже так делают"". Алкоголики тоже этим промышляют. Мое личное мнение - жизнь сложна и коротка , и каждому стоит жить её как он хочет, при условии, конечно, что он не наносит при этом вреда окружающим. Но позиция, нуждающаяся в постоянном положительном подкреплении - шаткая и незрелая 💁‍♂️",сложный малый гораздо степень ранний промискуитет оставаться традиционно социально осуждать поведение страдать товарищ часто искать положительный подкрепление окружающий делать плохой остальной делать алкоголик это промышлять личный мнение жизнь сложный короткий каждый стоить жить её хотеть условие наносить вред окружающие позиция нуждаться постоянный положительный подкрепление шаткий незрелый
"А у меня вопрос таким советчикам и тем, кто придерживается схожих взглядов - даже если жена не может никак приехать, нельзя потерпеть без секса несколько месяцев, что ли? Простое тыканье писькой без эмоций стоит того, чтобы предать любимого человека?",вопрос советчик придерживаться схожий взгляд жена никак приехать потерпеть секс несколько месяц простой тыканье писька эмоция стоить предать любимый человек
Технично понял... Это вообще как?,технично понять это вообще
"Поступок не мальчика, но мужа.",поступок мальчик муж
"Ты нам мигни, если она за спиной стоит )))",мигнуть спина стоить
"Что за хрень, какая верность, какие моральные устои?Мужчина выбрал жену среди многих, она ему нужна, он её хочет, любит.Какие проститутки?Если секс с ними лучше и желаннее с женой пора расстаться. Без вариантов. Имхо.Или я один такой?",хрень верность моральный устой мужчина выбрать жена среди многий нужный её хотеть любить проститутка секс желанный жена пора расстаться вариант имхо
"Вот полностью согласен с автором. Зачем?Какие нахрен проститутки и случайные связи? Если у меня есть жена.Знатно пукнул...Про курортные романы знаете? Нет? Про дальнобоев и плечевых не в курсе?""Любовь и голуби"" тогда точно смотрели.И это пациенты с проблемами органов движения.А уж здоровые мужики ....ухНе, это от либидо, канеш...",полностью согласный автор нахрен проститутка случайный связь жена знатно пукнуть курортный роман знать дальнобои плечевой курс любовь голубь точно смотреть это пациент проблема орган движение здоровый мужик ухна это либидо канеш
"Хорошая работа у жены, что так легко летом можно уехать и не раз.",хороший работа жена легко лето уехать
А что воздастся то?))))),воздаться
"Это че за волна такая, что случилось то?",это че волна случиться
"Мой друг в Тулу ездил в командировку, его коллеги зовут в кафе, а он такой - а я в номере чаю попью, я и самовар с собой взял(Шучу конечно, я за верность)",друг тула ездить командировка коллега звать кафе номер чай попить самовар взять шутить верность
"Я вам как коренной житель Южного берега говорю - блядство тут процветает летом во всей красе. Мамки, которых мужья отпустили одних в Крым - многие гуляют.",коренной житель южный берег говорить блядство процветать лето весь краса мамка который муж отпустить крым многие гулять
"Я после пандемии в 2021 приехал подлечиться к близким друзьям из Москвы в Алмату. Задержался там на несколько месяцев, жена ко мне не приезжала, хотя на Кипр мы с ней и друзьями слетали: она из Москвы, я из Алматы. Это было месяца через три после моего переезда. Друзья (крайне обеспеченные и влиятельные казахи) по широте душевной пригласили её в Алмату хотя бы погостить у мужа. На что получили ответ: где я, а где АлматаВ итоге через месяц после этой поездки я начал жить со своей нынешней супругой, с той женой развелся, получил казахстанское гражданство, плачу сыну алименты, он гостит у меня летом. А нынешняя супруга никогда не расстаётся со мной более, чем на неделю и мониторирует, чтоб я не гулял. Сейчас правда хватка у нее ослабла, но мне уже 42 и изменять как-то лень",пандемия приехать подлечиться близкие друг москва алмат задержаться несколько месяц жена приезжать хотя кипр друг слетать москва алматы это месяц переезд друг крайне обеспечить влиятельный казах широта душевный пригласить её алмат хотя погостить муж получить ответ алматав итог месяц поездка начать жить свой нынешний супруг жена развестись получить казахстанский гражданство плач сын алименты гостить лето нынешний супруг расставаться неделя мониторировать гулять правда хватка ослабнуть изменять лень
Но даже ей всё ещё далеко до,всё ещё далеко
Запоминается последняя фраза (с) кто-то,запоминаться последний фраза
"КБ это прекрасный магазин для покупателей,но абсолютная каббала для работников.Тупоголовое начальство с образованием ПТУ и амбициями императора портят всё!",кб это прекрасный магазин покупатель абсолютный каббал работник тупоголовый начальство образование пту амбиция император портить всё
Какая симпатичная булочка!,симпатичный булочка
"Врачу выгодно, когда вы болеете.Юристу хорошо, когда вы попали в беду.Полиция довольна, если вы оказались преступником.Автослесарь радуется, когда ваша машина сломалась.И лишь вор желает вам беспечности и благополучия!!!",врач выгодно болеть юрист попасть беда полиция довольный оказаться преступник автослесарь радоваться ваш машина сломаться лишь вор желать беспечность благополучие
И эту девушку мне заверните!,девушка завернуть
"Лечащий врач: сожалею, у вас цирроз, даю вам пару месяцев попрощаться с близкими",лечить врач сожалеть цирроз давать пара месяц попрощаться близкий
"У меня зазвучал в голове монолог на базе одного фильма.Стоматолог: ты неправильно чистишь зубы. Диетолог: ты неправильно питаешься. Родители: ты неправильно живешь. Еше кто-то: ты неправильно работаешь. Отдыхаешь. Занимаешься сексом. Водишь. Одеваешься. Делай правильно, чтобы соответствовать обществу, стереотипам. Чтобы тебя одобрили, похлопали по плечу. Чтобы в конечном итоге проебать свою жизь в угоду чужому мнению, когда не останется ничего, кроме удивления, что ты делал все в угоду каким-то левым ублюдкам, которым на тебя плевать, которые забудут тебя на следующий день после твоих похорон. Я не стал жить ""правильно"". Я выбрал кое-что другое. Причины? Какие могут быть причины, когда есть алкоголь.",зазвучать голова монолог база фильм стоматолог неправильно чистить зуб диетолог неправильно питаться родитель неправильно жить еше неправильно работать отдыхать заниматься секс водить одеваться делать правильно соответствовать общество стереотип одобрить похлопать плечо конечный итог проебать жизя угода чужой мнение остаться кроме удивление делать угода левый ублюдок который плевать который забыть следующий день твой похороны стать жить правильно выбрать кой причина мочь причина алкоголь
"Ой блин, в любом магазине вашим деньгам рады будут. Вот только ни в одном из них вы с вашими проблемами никому нахрен не сдались.",ой блин любой магазин ваш деньга рада ваш проблема никто нахрен сдаться
"Притча о храме и баре.Человек пришёл в храм. Он забыл выключить телефон, который во время молитвы зазвонил. Священник отчитал его. Люди, которые молились, ругали его после молитвы за то, что он нарушил тишину. Всю дорогу домой его жена выговаривала ему за его невнимательность. На его лице можно было увидеть стыд, растерянность и унижение.После этого случая этого человека никогда больше не видели в храме. И в этот же вечер он пошёл в бар. Этот человек всё ещё нервничал и его руки дрожали. Случайно он разлил свой напиток на стол. Официант извинился и дал ему салфетку, чтобы вытереться. Уборщик вытер пол. Управляющая бара предложила ему другой напиток за счёт заведения. При этом она сказала: ""Не беспокойтесь, мужчина. Все делают ошибки"".С этого дня он ходил в бар каждый вечер.",притча храм бар человек прийти храм забыть выключить телефон который время молитва зазвонить священник отчитать человек который молиться ругать молитва нарушить тишина дорога домой жена выговаривать невнимательность лицо увидеть стыд растерянность унижение случай человек видеть храм вечер пойти бар человек всё ещё нервничать рука дрожать случайно разлить свой напиток стол официант извиниться дать салфетка вытереться уборщик вытереть пол управлять бар предложить напиток счёт заведение сказать беспокоиться мужчина делать ошибка день ходить бар каждый вечер
табак у неё на полочке интересный...,табак полочка интересный
"Потому что продажа психоактивных веществ имеет самую высокую выгоду и рентабельность, в тоже время образование и здравоозрание находятся на дне рентабельности. Поэтому те же финансовые структуры в виде банков или фондов не стремятся вкладываться ни в здравохранение ни в образование, потому вложенные деньги модно тупо не отбить. Поэтому они и отданы на откуп государству, которое обеспечивает их из налогов граждан.Вот теперь и задавайтесь вопросом кто вам желает добра больше, вредный хуй во врачебном халате или улыбающаяся отсыпательница барбарысок?",продажа психоактивный вещество иметь самый высокий выгода рентабельность время образование здравоозрание находиться день рентабельность поэтому финансовый структура вид банк фонд стремиться вкладываться здравохранение образование вложить деньга модно тупо отбить поэтому отдать откуп государство который обеспечивать налог гражданин задаваться вопрос желать добро вредный хуй врачебный халат улыбаться отсыпательница барбарысокий
"Зайдёшь в Главпивторг, а так все такие вежливые!",зайти главпивторг вежливый
"Место, где обитает алкоскот.",место обитать алкоскот
Так может быть первые 3 пункта как раз появились из-за 4го?),первый пункт появиться го
"В КБ чаще приходишь, а твоего пива нет в холодильнике или вообще нет. А холодильники забиты каким-то ноунейм дерьмом. Поэтому чаще захожу в Бристоль, пусть и крюк надо делать. Там всегда полные полки в холодильниках.",кб частый приходить твой пиво холодильник вообще холодильник забитый ноунейм дерьмо поэтому частый заходить бристоль пусть крюк делать полный полка холодильник
"Вот нифига. Я вот хотел определённую колу но его надо было со склада нести. Типа возьмите вот эту какая разница, а разница в цене)) и ещё выбирал я виски, а мне типа возьмите лучше вот это.",нифига хотеть определённый кола склад нести тип взять разница разница цена ещё выбирать виски тип взять это
"Вспомнил историю, дело было в Якутске.Брал я себе банку пива, отметить достижение.Подходит женщина с перегаром на вид 30 плюс, алкашка.Ставить ДВЕ 2 ЛИТРОВЫХ БУТЫЛКИ, какой то пивосодержательной смеси и БУТЫЛКУ ВОДКИ, говорит: Молодой человек, давай ты и мне оплатишь, а потом мы пойдем ко мне пить...",вспомнить история дело якутск брать банк пиво отметить достижение подходить женщина перегар вид плюс алкашка ставить литровый бутылка пивосодержательный смесь бутылка водка говорить молодой человек давать оплатить пойти пить
"Кстати даю совет, в радиусе дома несколько КБ, рекомендую каждый вечер закупаться в разных, что бы не думали что ты конченный алкаш.",кстати давать совет радиус дом несколько кб рекомендовать каждый вечер закупаться разный думать кончить алкаш
"Выбор - так себе. Что, баба твоя пивас сосёт? Возьми токайского, фурминт или самородный.",выбор баба твой пивас сосать взять токайское фурминт самородный
У стоматолога ещё на кассе всю зп оставишь)А в Кб только чуть 🤏,стоматолог ещё касса зп оставить кб
"продавцам КБ явно не доплачивают их супержмоты владельцы КБ , а супервайзеры КБ -явно в аду будут на бутылках вертеться.PS В КБ никогда не работал, но периодически туда захаживаю как покупатель и по обрывкам подслушанных разговоров успел сформировать у себя общее впечатление о внутренней кухне КБ",продавец кб явно доплачивать супержмот владелец кб супервайзер кб явно ад бутылка вертеться кб работать периодически туда захаживать покупатель обрывок подслушать разговор успеть сформировать общий впечатление внутренний кухня кб
"Эх. Мне б так. Но на меня всегда удивляются, зачем я беру там много пива и всё разное... 🍺😸",эх б удивляться брать пиво всё разный
"Бляяяя, хайникен... Сейчас только импорт по 240р можно добыть.",бляяять хайникен импорт р добыть
"Интересно, почему в магазине Красное&Белое униформа красно-чёрная?",интересно почему магазин красный белый униформа красный чёрный
"Стоматолог - отрабатывает ваши деньги, по большому счету, пытается помочь.Диетолог - аналогично.Родители - искренне желают добра (как правило), но зачастую не умеют в верный посыл. Любят и не хотят, чтобы ты повторял их ошибки.Продавец КБ - вообще похер на тебя. Несешь деньги - красавчик, хоть упейся. У него свои заботы.",стоматолог отрабатывать ваш деньга большой счёт пытаться помочь диетолог аналогично родитель искренне желать добро правило зачастую уметь верный посыл любить хотеть повторять ошибка продавец кб вообще похер нести деньга красавчик упиться свой забота
А во всей стране в кабехе у персонала рубашки в красно-черную клетку?,весь страна кабех персонал рубашка красный чёрный клетка
"Боже мой, это заговор, от нас скрывали",бог это заговор скрывать
"Мир реально удивителен.Вы знали, что в одной молекуле воды, атомов водорода больше, чем звезд в солнечной системе?",мир реально удивительный знать молекула вода атом водород звезда солнечный система
"Отличный пост!!Не хватает только ссылки на телегу. И все , можно сразу втгорячее))",отличный пост хватать ссылка телега сразу втгорячее
"Видите ли, со мной связались через мои хлопья для завтрака, а затем Космическая Рыба подтвердила мне, что я определённо из космоса",видеть связаться хлопья завтрак затем космический рыба подтвердить определённо космос
"Песчинок на пляже Омаха больше, чем атомов в видимой вселеннойРасстояние от Земли до Юпитера составляет 909 080 000 км, это длиннее, чем два футбольных поля.Мало кто знает, что китайцев больше, чем всего населения земного шара.",песчинка пляж омах атом видимый вселеннойрасстояние земля юпитер составлять км это длинный футбольный поле мало знать китаец население земной шар
А зрение как работает? С божьей помощью.,зрение работать божий помощь
Прям озвучил половину шортсов с Ютуба. Иногда кажется они меня за дебила считают.,прям озвучить половина шортсова ютуба казаться дебил считать
"Ммм, вы, наверно, ученый?",ммм наверно учёный
Я так и знала!,знать
"Правая рыба средней большести, левая рыба альтернативно маленькая, из чего следует логичный вывод, что правая рыба таки больше чем левая",правый рыба средний большесть левый рыба альтернативный маленький следовать логичный вывод правый рыба таки левый
"Похоже, нас наёбывают, но не пойму в чём 🤔",похоже наёбывать понять
Капитан Очевидность и майор Ясенхуй🤪,капитан очевидность майор ясенхуй
"А ещё есть перспектива изображения, которая мешает зрению и мозгу сравнить размеры",ещё перспектива изображение который мешать зрение мозг сравнить размер
Нижняя и верхняя плитка одинаковы по цвету,нижний верхний плитка одинаковый цвет
А ещё у человеческого зрения есть восприятие перспективы.И я вижу двух одинаковых рыб одна из которых находится дальше.,ещё человеческий зрение восприятие перспектива видеть одинаковый рыба который находиться далёкий
Было бы более всрато - идеально),всрато идеально
Я так и знал!,знать
этот вид рыб не живет в море,вид рыба жить море
Ну хоть тут без наебалова!,наебалов
Нихуясебе. Яи не знал.,нихуясеб яи знать
